#genome	scope	assembly_level	total_length	gc	proteins	protein_length	coding_density	completeness	contamination	strain_heterogeneity	16s_copies
G001896965	Environment	Scaffold	3133412	41.29	3179	957238	89.99668731721204	69.99	0.0	0.0	0
G001897035	Environment	Scaffold	3818148	45.0	3811	1154340	89.06912461224657	87.29	2.2	16.67	0
G001897185	Environment	Scaffold	2529957	32.42	2257	785141	91.44641588770087	95.95	0.68	0.0	0
G001897225	Environment	Scaffold	2834110	38.12	2384	848632	88.23500146430449	96.62	0.68	0.0	0
G001897295	Environment	Scaffold	904897	49.51	934	282843	92.08528705476976	65.1	0.85	0.0	1
G001897305	Environment	Contig	900471	46.59	918	279502	91.44880845690754	65.1	0.85	0.0	1
G001897445	Environment	Scaffold	1883020	33.09	1687	590406	92.3916899448758	97.87	6.08	0.0	1
G001897475	Environment	Scaffold	1559746	43.42	1468	476321	89.97464971860803	95.7	0.0	0.0	0
G001897525	Environment	Scaffold	4727320	43.04	4230	1437634	89.60565394346057	100.0	0.99	0.0	0
G001897535	Environment	Scaffold	3123620	37.04	2660	977887	92.2550758414916	98.11	0.49	0.0	1
G001897605	Environment	Scaffold	3417378	37.59	3201	1042962	89.91946457196131	98.58	1.77	0.0	0
G001897855	Environment	Scaffold	3991360	42.91	3771	1244144	91.84222921510462	99.51	1.97	0.0	0
G001898035	Environment	Scaffold	4525478	55.49	4341	1414553	92.09603935761041	92.13	1.85	0.0	1
G001898225	Environment	Scaffold	9249445	53.72	7499	2703247	86.12131863046918	95.01	3.77	0.0	0
G001898235	Environment	Scaffold	3594628	38.65	3234	1079305	88.46651169467327	97.67	1.15	0.0	0
G001898335	Environment	Scaffold	4167186	43.73	3770	1285257	90.8770810806141	98.1	0.95	0.0	0
G001898405	Environment	Scaffold	5582235	44.15	4743	1722947	90.95383838193841	100.0	0.03	0.0	0
G001898485	Environment	Contig	5487359	46.06	4691	1667936	89.5684973408884	100.0	0.0	0.0	0
G001898495	Environment	Scaffold	4839047	47.78	4173	1490967	90.79174060512328	99.5	0.0	0.0	1
G001898505	Environment	Scaffold	7898456	50.31	6622	2483630	92.66346485946114	99.51	3.37	26.67	1
G001898575	Environment	Scaffold	8675361	48.26	7430	2631956	89.3978360093603	100.0	0.89	0.0	0
G001898935	Environment	Contig	4182621	47.13	3202	1318745	92.92501041810864	99.73	2.15	0.0	0
G001899005	Environment	Scaffold	4184439	44.44	3643	1241232	87.40354441778216	93.64	6.55	0.0	1
G001899145	Environment	Scaffold	3521150	39.57	3103	1103563	92.352697272198	100.0	0.0	0.0	1
G001899155	Environment	Scaffold	3801142	37.87	3497	1172169	90.85974688659356	99.29	0.12	0.0	0
G001899175	Environment	Scaffold	3272986	59.43	2679	1024434	92.24365762639987	96.99	0.0	0.0	1
G001899315	Environment	Scaffold	5494645	49.42	4616	1674164	89.7855093459177	97.44	2.28	0.0	1
G001899335	Environment	Scaffold	1818269	38.46	1799	573582	92.94136346162202	89.46	0.85	0.0	0
G001899365	Environment	Scaffold	1989720	34.94	2167	617410	91.40929376997768	82.91	0.85	0.0	0
G001899385	Environment	Scaffold	1841220	27.63	1911	570804	91.32971616645486	84.62	0.85	0.0	1
G001899395	Environment	Scaffold	2205122	36.75	2260	675386	90.23147018623006	88.89	3.85	12.5	1
G001899425	Environment	Scaffold	2197281	34.12	2369	675805	90.60247642427164	88.89	0.0	0.0	0
G001899445	Environment	Contig	1778734	61.15	1761	539382	89.33460539912095	97.61	0.0	0.0	0
G001899505	Environment	Scaffold	3142726	40.49	3323	968568	90.78822016300498	92.54	2.54	10.0	0
G001899605	Environment	Scaffold	6139489	40.06	5161	1847725	88.68381391350323	100.0	0.03	0.0	0
G001899705	Environment	Scaffold	6323005	40.07	5475	1911399	89.07511539212763	100.0	1.11	0.0	0
G001901525	Environment	Scaffold	2106857	42.32	2164	646235	90.35895649301305	95.27	5.46	21.62	0
G001902315	Monoisolate	Complete Genome	2745675	33.08	2586	783907	84.11013685159388	99.45	1.93	0.0	6
G001902575	Multispecies	Contig	1369609	26.39	1346	426880	91.83146430842672	100.0	2.36	33.33	1
G001902585	Multispecies	Contig	1370347	26.47	1339	426373	91.67210932705366	100.0	1.12	0.0	1
G001902615	Monoisolate	Scaffold	5830096	74.22	5414	1794923	90.71320609471954	98.87	1.45	0.0	6
G001904615	Multispecies	Scaffold	4065636	45.42	3688	1165368	84.44811586674263	100.0	0.44	0.0	1
G001904635	Multispecies	Scaffold	5148315	44.98	4659	1487572	85.13080493326457	99.49	0.44	0.0	0
G001904645	Multispecies	Scaffold	5639496	41.03	4813	1532595	80.06545265747151	99.76	0.48	0.0	1
G001904655	Multispecies	Contig	5009995	42.88	4675	1414841	83.19828662503656	99.78	0.78	0.0	1
G001904715	Multispecies	Scaffold	9049214	41.48	7384	2470932	80.45276639495982	99.22	1.11	0.0	0
G001904725	Multispecies	Scaffold	7410502	39.53	6362	2165015	86.08267024285264	99.26	0.89	0.0	0
G001905365	Multispecies	Scaffold	8892300	71.0	7707	2679425	88.78738908943693	99.93	2.45	11.11	1
G001907205	Monoisolate	Contig	4172554	55.1	3769	1245789	87.96935881476908	99.37	0.03	0.0	1
G001907975	Monoisolate	Chromosome	3506707	32.83	3069	1074428	90.28513075087254	90.35	0.0	0.0	5
G001908185	Monoisolate	Contig	8705449	63.15	8636	2476277	83.79027893908746	99.03	1.56	33.33	1
G001908275	Monoisolate	Complete Genome	7098239	45.94	6169	2052430	85.19590563236882	99.85	0.0	0.0	12
G001908775	Multispecies	Complete Genome	5625449	63.34	4959	1635743	85.67342802325646	99.64	0.68	0.0	2
G001909285	Monoisolate	Scaffold	2920709	47.96	3051	899790	90.75159490384013	99.34	1.55	25.0	1
G001913845	Environment	Contig	4690918	55.3	3858	1304459	81.9365420585054	99.64	0.34	0.0	1
G001914135	Environment	Scaffold	2402586	31.94	2244	686914	84.22886839430514	99.25	0.04	0.0	0
G001914235	Environment	Contig	3868181	53.78	3552	1170480	89.15415281756464	98.02	0.15	0.0	2
G001914375	Environment	Contig	1641674	58.28	2610	482153	86.43707581407757	49.67	1.22	0.0	1
G001914405	Environment	Contig	2141311	35.38	2076	536866	73.84420105253278	97.71	0.65	0.0	1
G001914715	Environment	Scaffold	5044779	53.52	4970	1482986	86.60044374590046	76.9	5.67	37.5	0
G001914735	Environment	Scaffold	7412957	58.05	6583	2153212	85.58370161866581	95.51	3.85	0.0	0
G001914775	Environment	Scaffold	2818596	57.48	2729	847026	88.53514302865682	60.4	0.85	0.0	0
G001914785	Environment	Scaffold	4577825	57.08	4130	1381768	88.93623063354322	81.89	1.71	50.0	0
G001914855	Environment	Contig	959510	54.49	972	298263	91.57799293389334	38.42	0.0	0.0	0
G001914875	Environment	Scaffold	1522885	54.17	1493	468156	90.5713826060405	51.37	0.0	0.0	0
G001914935	Environment	Scaffold	1024402	63.24	1219	318958	91.70716183685701	62.7	5.91	0.0	0
G001915055	Environment	Scaffold	2886927	53.54	2707	844367	86.16764469624621	49.17	1.98	0.0	0
G001915065	Environment	Scaffold	1787276	53.26	2048	524488	86.4255996275897	74.92	1.94	0.0	0
G001915265	Environment	Scaffold	1756821	52.92	1786	516714	86.63933320469188	94.14	2.65	0.0	0
G001915415	Environment	Scaffold	1685559	56.79	1662	493709	86.28538069566238	52.46	3.37	0.0	1
G001915435	Environment	Scaffold	3110197	40.41	2375	949486	89.9715355651105	61.6	0.0	0.0	0
G001915455	Environment	Scaffold	4882528	42.03	3943	1504982	90.83738997502932	97.11	6.15	44.44	0
G001915495	Environment	Scaffold	2992278	42.44	2426	934876	92.07379795593859	68.02	1.39	25.0	0
G001915615	Environment	Scaffold	4167409	42.83	3505	1282147	90.65971206569837	88.69	0.27	0.0	1
G001915655	Environment	Scaffold	3970265	43.4	3643	1203021	89.27729005494595	90.86	0.54	0.0	0
G001915695	Environment	Scaffold	2871413	48.27	2621	863046	88.56207727693648	94.09	1.27	50.0	0
G001915735	Environment	Scaffold	2130588	37.41	2111	665567	92.03374843001087	95.97	0.0	0.0	0
G001915895	Environment	Scaffold	1839501	58.83	1899	554747	88.8384404248761	29.59	2.14	19.05	0
G001916135	Environment	Scaffold	2813909	44.23	2504	858000	89.84629566912079	95.64	1.34	0.0	0
G001916165	Environment	Scaffold	3263217	36.55	2799	955767	86.30268842065973	95.97	0.67	0.0	0
G001916175	Environment	Scaffold	1784841	29.84	1746	522843	86.30079654154066	79.46	4.92	0.0	0
G001916215	Environment	Scaffold	2046136	29.77	1955	625787	90.10911298173728	97.33	0.0	0.0	0
G001916225	Environment	Scaffold	2488784	40.59	2295	769601	91.11449607519174	95.3	0.67	0.0	0
G001916295	Environment	Scaffold	1487884	42.93	1812	443935	87.86874514411069	53.09	0.99	0.0	0
G001916305	Environment	Scaffold	1893690	43.62	1725	577148	89.80023129445685	76.51	0.0	0.0	0
G001916345	Environment	Scaffold	1982440	42.41	2384	599878	89.12017513770908	76.48	2.24	0.0	0
G001916415	Environment	Scaffold	2566844	45.01	2255	754773	86.63970229589331	95.64	0.0	0.0	0
G001916495	Environment	Scaffold	1773270	59.67	2067	522459	86.77172680979209	60.16	5.48	0.0	0
G001916635	Environment	Scaffold	1402823	58.64	1546	417005	87.55823079604484	52.78	2.68	25.0	0
G001916695	Environment	Scaffold	693014	61.73	855	204452	86.8796301373421	40.9	0.0	0.0	0
G001916755	Environment	Scaffold	1154130	53.12	1511	340227	86.79836760157002	37.15	0.0	0.0	0
G001916835	Environment	Scaffold	1464929	58.25	1410	433490	87.17951518469495	90.49	0.0	0.0	0
G001916865	Environment	Scaffold	2406810	46.97	2250	719418	88.06586311341569	99.4	1.5	0.0	1
G001916895	Environment	Scaffold	2314418	41.54	2477	712359	90.67074314147229	81.59	1.0	0.0	0
G001917015	Environment	Scaffold	2494553	42.91	2291	743684	87.83770078246484	94.52	0.0	0.0	0
G001917065	Environment	Scaffold	1635924	41.33	1529	488767	88.02529946378928	76.58	0.67	0.0	0
G001917115	Environment	Contig	2032656	34.04	2118	632761	91.71089451436939	88.89	0.85	0.0	0
G001917125	Environment	Scaffold	1836284	46.72	1846	554773	89.00338945391889	95.7	0.0	0.0	1
G001917135	Environment	Scaffold	1904577	47.14	1723	563543	87.18235072669678	95.6	0.0	0.0	0
G001917235	Environment	Scaffold	2080934	35.25	2057	652402	92.36977241950008	88.03	0.28	0.0	0
G001917285	Environment	Scaffold	1228110	29.76	1590	366765	87.93365415150109	42.4	2.14	0.0	0
G001917295	Environment	Scaffold	2966498	55.32	2547	891984	88.60579039662255	97.28	0.0	0.0	0
G001917435	Environment	Scaffold	4455545	57.39	4057	1344924	88.94002866091579	86.68	2.56	33.33	0
G001917455	Environment	Scaffold	2429085	56.87	2234	732876	88.89693032561644	43.97	0.0	0.0	0
G001917495	Environment	Scaffold	1757384	55.22	1813	536540	89.93987654377187	50.17	0.0	0.0	0
G001917505	Environment	Scaffold	1208569	37.79	1433	368431	89.78138608552759	85.11	0.97	0.0	0
G001917575	Environment	Scaffold	837508	62.17	896	254157	89.38660884433342	40.28	0.91	0.0	0
G001917705	Environment	Scaffold	1181613	68.51	1191	375773	93.69514384151157	30.14	0.0	0.0	0
G001917825	Environment	Scaffold	946456	55.32	985	285960	88.99716415765762	23.61	0.0	0.0	0
G001917855	Environment	Scaffold	2079062	64.09	2079	637163	90.28864940054697	71.3	0.19	0.0	0
G001917935	Environment	Scaffold	854927	54.62	963	261925	90.24103812372284	29.66	0.0	0.0	0
G001917965	Environment	Scaffold	1171444	48.52	1465	345507	86.85357558705324	61.08	0.0	0.0	1
G001917995	Environment	Scaffold	1380582	38.21	1640	418725	89.32167737953993	80.91	0.0	0.0	0
G001918165	Environment	Scaffold	1173289	54.4	1288	349191	87.65768706601699	31.5	0.0	0.0	0
G001918235	Environment	Scaffold	1778318	65.84	1889	570335	94.4797274728142	66.05	0.0	0.0	0
G001918255	Environment	Scaffold	1381394	52.1	1395	408159	87.04207488956808	25.45	1.99	0.0	0
G001918315	Environment	Scaffold	1608276	53.04	1925	468309	85.75058012430702	63.27	1.46	50.0	0
G001918335	Environment	Scaffold	1446632	69.49	1366	446469	90.93245552427985	25.36	0.0	0.0	0
G001918395	Environment	Scaffold	1589196	61.11	1551	479715	88.93251681982588	47.63	0.0	0.0	0
G001918455	Environment	Scaffold	1446230	49.55	1942	434940	88.55437931725936	71.69	6.25	5.26	0
G001918475	Environment	Scaffold	1451029	37.93	1727	441592	89.63039332776947	83.17	4.85	50.0	0
G001918525	Environment	Scaffold	694682	69.85	700	225171	95.50412994722765	29.47	0.0	0.0	0
G001918595	Environment	Scaffold	1939901	64.98	1926	632090	96.00288880721233	49.14	0.0	0.0	0
G001918745	Environment	Scaffold	1775681	51.8	2045	532176	88.2685572464874	91.12	0.93	0.0	0
G001918765	Environment	Scaffold	1325436	51.94	1561	395648	87.9131847935321	77.88	0.93	0.0	0
G001918845	Environment	Scaffold	1135807	66.05	1225	366743	95.11959338162205	36.21	0.0	0.0	0
G001918885	Environment	Scaffold	3389462	55.78	3285	1058784	92.03425204353965	73.29	8.55	7.14	0
G001918905	Environment	Scaffold	2301052	54.67	2203	692479	88.66266385983454	42.02	3.42	0.0	0
G001918935	Environment	Scaffold	2865787	55.27	2915	866686	89.09091987645976	68.28	0.85	0.0	0
G001919105	Environment	Scaffold	3187983	60.34	3985	1000200	92.39559934918097	63.13	8.94	3.23	0
G001919145	Environment	Scaffold	1408448	60.13	1961	444415	92.90460137683463	29.4	3.11	20.0	0
G001919175	Environment	Contig	1621432	51.83	1868	486843	88.43257071526898	88.79	0.93	0.0	0
G001919285	Environment	Scaffold	1500861	52.05	1727	449113	88.13001337232429	56.23	0.97	0.0	0
G001919305	Environment	Scaffold	1129023	66.08	1201	364327	95.06245665500171	41.38	0.0	0.0	0
G001919385	Environment	Scaffold	1253028	64.43	1292	386868	90.9523171070399	68.14	8.14	46.67	0
G001919435	Environment	Scaffold	1107721	56.54	1079	350792	93.30318735493866	26.61	0.0	0.0	0
G001919445	Environment	Scaffold	1955410	60.33	1757	592833	89.33001263162201	49.86	2.99	20.0	0
G001919455	Environment	Scaffold	3181833	55.8	3061	991315	91.79501249751323	69.82	1.71	0.0	0
G001919485	Environment	Scaffold	2245651	54.2	2178	685797	89.97324161234314	76.3	1.35	50.0	0
G001919715	Environment	Scaffold	3861114	57.92	3455	1141388	87.10038087453518	58.55	1.71	50.0	0
G001919845	Environment	Scaffold	1379563	52.68	1536	408734	87.26415538833675	16.67	0.0	0.0	0
G001919995	Environment	Scaffold	2577001	53.47	2403	759867	86.87388945522333	51.49	0.0	0.0	1
G001920155	Environment	Scaffold	1994477	56.82	1869	600171	88.6602352396142	12.5	0.0	0.0	0
G001920165	Environment	Scaffold	2866932	55.56	2895	861235	88.49446028018802	48.74	8.39	15.79	0
G001920195	Environment	Scaffold	791431	60.45	959	255384	95.04555671941078	44.69	6.94	29.41	0
G001920235	Environment	Scaffold	3137331	53.73	3005	916877	86.1002871549097	56.11	0.99	0.0	0
G001920375	Environment	Scaffold	2743891	58.64	2564	820556	88.10728997616889	46.71	0.86	100.0	0
G001920395	Environment	Scaffold	1055503	39.08	1249	315003	87.89136553851577	60.29	0.0	0.0	0
G001920575	Environment	Scaffold	1541694	53.31	1733	454088	86.74737010068145	73.05	2.8	0.0	0
G001920655	Environment	Scaffold	1867800	53.38	2055	540818	85.28011564407323	36.89	0.97	0.0	0
G001920725	Environment	Scaffold	1405881	66.1	1494	453579	95.04211238362281	43.57	0.0	0.0	0
G001920795	Environment	Scaffold	1973337	68.11	1811	626752	93.58659975462884	47.59	0.0	0.0	0
G001920815	Environment	Scaffold	2136595	60.1	1954	641885	88.51579265139158	50.43	5.98	0.0	0
G001920835	Environment	Scaffold	1055261	56.62	1082	335654	93.70904449231044	31.97	0.0	0.0	0
G001920875	Environment	Scaffold	3444861	55.55	3367	1077343	92.13985702180727	81.2	1.71	0.0	0
G001921215	Monoisolate	Contig	9535536	71.7	8331	2999918	92.7059265467615	99.11	1.36	0.0	1
G001922025	Multiisolate	Complete Genome	2726576	43.44	2574	798720	86.30516809360898	98.94	0.0	0.0	5
G001922265	Monoisolate	Complete Genome	2368140	52.11	2206	707678	88.0435278319694	99.12	0.44	0.0	4
G001922545	Monoisolate	Complete Genome	1156110	28.14	1106	350107	89.21945143628201	100.0	0.0	0.0	2
G001922565	Monoisolate	Contig	3999042	45.3	3800	1231828	90.75553595086024	100.0	1.42	0.0	1
G001922575	Monoisolate	Contig	3876499	45.49	3525	1193723	90.73499051592687	100.0	0.21	0.0	4
G001922955	Monoisolate	Scaffold	4836222	47.2	4064	1421678	86.62151985578825	99.46	0.58	0.0	1
G001924935	Multispecies	Contig	3974626	39.96	3551	1202311	89.13125411044965	99.83	0.51	33.33	0
G001924945	Multispecies	Contig	4604222	44.67	3923	1381681	88.42620968319946	100.0	0.17	0.0	0
G001927245	Monoisolate	Contig	5043263	68.64	4405	1514994	88.51501498137218	96.49	0.79	0.0	1
G001931505	Monoisolate	Chromosome	1821632	47.45	1767	514309	83.16537039314197	81.08	0.0	0.0	1
G001931535	Monoisolate	Complete Genome	16040666	69.1	12868	4766394	87.56475572772352	94.84	5.24	0.0	4
G001931655	Monoisolate	Scaffold	3503318	52.6	3717	1067005	89.71446497291996	99.23	0.62	0.0	2
G001932165	Multiisolate	Contig	1835603	37.94	1598	464523	74.54553081466962	100.0	0.14	100.0	1
G001932175	Multiisolate	Contig	1837815	37.94	1599	465585	74.6267170525869	100.0	0.0	0.0	1
G001932215	Multiisolate	Contig	1860019	37.95	1622	472076	74.76342983593179	100.0	0.0	0.0	1
G001932225	Multiisolate	Contig	1821814	37.95	1574	461049	74.5483896819324	99.59	0.0	0.0	1
G001932235	Multiisolate	Contig	1857847	37.97	1630	472209	74.87166596603487	100.0	0.0	0.0	1
G001932595	Multiisolate	Complete Genome	3354469	39.66	3484	948956	83.32412670977135	98.81	0.0	0.0	6
G001932735	Multiisolate	Complete Genome	3349099	39.66	3490	948822	83.44662250951674	98.81	0.0	0.0	6
G001932755	Multiisolate	Complete Genome	3308199	39.67	3543	932211	82.99488634148067	98.05	0.0	0.0	6
G001932775	Multiisolate	Complete Genome	3285457	39.69	3403	929946	83.37123267782837	98.81	0.0	0.0	6
G001932795	Multiisolate	Complete Genome	3429719	39.68	3685	966801	83.02134956245688	98.81	0.0	0.0	6
G001932815	Multiisolate	Complete Genome	3515614	39.64	3612	988231	82.79953373720778	98.81	0.0	0.0	6
G001932835	Multiisolate	Complete Genome	3516383	39.64	3574	990011	82.93166586233637	98.81	0.0	0.0	6
G001932855	Multiisolate	Complete Genome	3515553	39.86	3585	991033	83.03649525408947	98.81	0.0	0.0	6
G001932875	Multiisolate	Complete Genome	3489052	39.74	3584	981159	82.83307328179689	98.53	0.0	0.0	6
G001932895	Multiisolate	Complete Genome	3509728	39.64	3557	987918	82.91300636402593	98.81	0.0	0.0	6
G001932915	Multiisolate	Complete Genome	3515768	39.64	3579	990012	82.94617278500743	98.81	0.0	0.0	6
G001932935	Multiisolate	Complete Genome	3515597	39.86	3580	992207	83.13435811897666	98.81	0.0	0.0	6
G001932955	Multiisolate	Complete Genome	3511244	39.64	3913	974329	81.72120764036906	98.05	0.0	0.0	6
G001936115	Monoisolate	Scaffold	1842889	54.19	1583	564099	90.19799890280966	98.01	0.47	0.0	1
G001936235	Monoisolate	Complete Genome	1672949	34.44	1599	508697	89.58832576486193	98.83	0.0	0.0	4
G001936255	Monoisolate	Complete Genome	1042690	29.37	952	323183	91.32666468461383	100.0	0.0	0.0	1
G001937155	Monoisolate	Contig	4110743	62.01	3622	1227793	88.00460160121905	98.49	1.38	25.0	2
G001938355	Multiisolate	Scaffold	2193342	39.85	2129	657475	88.31495498650006	99.36	1.55	27.27	1
G001939115	Monoisolate	Contig	5940030	52.32	5321	1764739	87.53374982954631	97.64	1.06	0.0	1
G001939485	Multiisolate	Contig	1891607	38.02	2067	567411	88.35202026636611	98.66	0.38	100.0	1
G001939945	Monoisolate	Contig	6065421	70.23	5681	1809340	87.88821089253325	100.0	0.87	0.0	0
G001940565	Monoisolate	Contig	2530461	30.68	2572	766915	89.28128115786016	98.6	0.0	0.0	1
G001940645	Environment	Contig	5684038	29.72	5526	1599409	82.88695466145722	91.59	5.61	12.5	1
G001940655	Environment	Scaffold	4334170	45.06	4444	1263141	85.85131639967976	80.45	2.34	0.0	0
G001940665	Environment	Contig	1460710	38.05	1586	449140	90.57567895064729	96.26	1.4	0.0	1
G001940705	Environment	Contig	2855654	44.58	2957	887016	91.50446797826348	90.12	3.19	33.33	0
G001940725	Environment	Contig	4843591	32.64	4702	1406865	85.56407838729571	72.43	4.21	40.0	0
G001940755	Environment	Contig	2278690	33.36	2365	706005	91.27349485888821	79.37	2.34	0.0	1
G001940805	Environment	Scaffold	1965334	52.9	2029	596630	89.43197441249173	91.85	2.29	40.0	0
G001940825	Environment	Scaffold	2356532	48.12	2150	707386	88.44386581637764	94.25	1.14	0.0	0
G001940845	Environment	Scaffold	2213674	46.21	2039	665316	88.55152113635522	96.48	0.81	0.0	0
G001940855	Environment	Scaffold	2848015	52.25	2797	870787	90.0786337150612	98.39	0.0	0.0	0
G001940885	Environment	Scaffold	2306994	36.83	2003	676775	86.43793611946975	95.29	0.29	0.0	0
G001940895	Environment	Scaffold	1015310	46.78	954	315487	91.55715988220346	63.64	0.0	0.0	0
G001940945	Environment	Scaffold	2437735	55.37	2077	733187	88.63083969340391	88.44	0.68	0.0	0
G001940985	Environment	Scaffold	1685577	28.48	1611	516153	90.22316987002077	92.0	0.0	0.0	0
G001940995	Environment	Scaffold	2079672	44.73	2005	633057	89.68111317553922	93.29	1.01	0.0	0
G001941025	Environment	Scaffold	1612463	55.93	1441	498028	91.00897198881462	81.48	5.64	0.0	0
G001941055	Environment	Scaffold	2076509	47.02	2002	630074	89.39701200428219	69.13	5.29	0.0	1
G001941065	Environment	Scaffold	3511528	58.77	2697	1100282	92.3465511310176	91.83	0.0	0.0	0
